Tiempo Sistema,Bar Trend,Next Record,Barometer,Inside Temperature,Inside Humidity,Outside Temperature,Wind Speed,10 Min Avg Wind Speed,Wind Direction,Extra Temperatures,Soil Temperatures,Leaf Temperatures,Outside Humidity,Extra Humidties,Rain Rate,UV,Solar Radiation,Storm Rain,Start Date of current Storm,Day Rain,Month Rain,Year Rain,Day ET,Month ET,Year ET,Soil Moistures,Leaf Wetnesses,Inside Alarms,Rain Alarms,Outside Alarms,Extra Temp/Hum Alarms,Soil & Leaf Alarms,Transmitter Battery Status,Console Battery Voltage,Forecast Icons,Forecast Rule number,Time of Sunrise,Time of Sunset,<LF> = 0x0A,<CR> = 0x0D,CRC
2019-03-05 00:00:00,O,929,29923,706,62,635,0,1,108,65535,65535,65535,85,65535,0,0,0,0,65535,0,36,2212,60,30,500,65535,65535,0,0,0,0,0,0,824,6,45,612,1813,10,13,48
2019-03-05 00:01:00,O,930,29923,705,62,634,0,1,108,65535,65535,65535,85,65535,0,0,0,0,65535,0,36,2212,60,30,500,65535,65535,0,0,0,0,0,0,824,6,45,612,1813,10,13,42426
2019-03-05 00:02:00,O,931,29924,704,62,634,0,1,108,65535,65535,65535,86,65535,0,0,0,0,65535,0,36,2212,60,30,500,65535,65535,0,0,0,0,0,0,824,6,75,612,1813,10,13,39132
2019-03-05 00:03:00,O,932,29923,704,62,634,0,1,108,65535,65535,65535,86,65535,0,0,0,0,65535,0,36,2212,60,30,500,65535,65535,0,0,0,0,0,0,824,6,75,612,1813,10,13,2553
2019-03-05 00:04:00,O,933,29925,703,62,633,0,1,108,65535,65535,65535,86,65535,0,0,0,0,65535,0,36,2212,60,30,500,65535,65535,0,0,0,0,0,0,824,6,75,612,1813,10,13,46995
2019-03-05 00:05:00,O,934,29925,702,62,634,0,1,108,65535,65535,65535,86,65535,0,0,0,0,65535,0,36,2212,60,30,500,65535,65535,0,0,0,0,0,0,824,6,75,612,1813,10,13,53927
2019-03-05 00:06:00,O,935,29928,702,62,633,0,0,108,65535,65535,65535,86,65535,0,0,0,0,65535,0,36,2212,60,30,500,65535,65535,0,0,0,0,0,0,824,6,75,612,1813,10,13,7944
2019-03-05 00:07:00,O,936,29928,702,62,633,0,0,108,65535,65535,65535,86,65535,0,0,0,0,65535,0,36,2212,60,30,500,65535,65535,0,0,0,0,0,0,824,6,75,612,1813,10,13,18861
2019-03-05 00:08:00,O,937,29932,701,62,632,0,0,108,65535,65535,65535,86,65535,0,0,0,0,65535,0,36,2212,60,30,500,65535,65535,0,0,0,0,0,0,824,6,75,612,1813,10,13,52639
2019-03-05 00:09:00,O,938,29933,701,62,633,1,0,108,65535,65535,65535,86,65535,0,0,0,0,65535,0,36,2212,60,30,500,65535,65535,0,0,0,0,0,0,825,6,75,612,1813,10,13,62871
