Tiempo Sistema,Bar Trend,Next Record,Barometer,Inside Temperature,Inside Humidity,Outside Temperature,Wind Speed,10 Min Avg Wind Speed,Wind Direction,Extra Temperatures,Soil Temperatures,Leaf Temperatures,Outside Humidity,Extra Humidties,Rain Rate,UV,Solar Radiation,Storm Rain,Start Date of current Storm,Day Rain,Month Rain,Year Rain,Day ET,Month ET,Year ET,Soil Moistures,Leaf Wetnesses,Inside Alarms,Rain Alarms,Outside Alarms,Extra Temp/Hum Alarms,Soil & Leaf Alarms,Transmitter Battery Status,Console Battery Voltage,Forecast Icons,Forecast Rule number,Time of Sunrise,Time of Sunset,<LF> = 0x0A,<CR> = 0x0D,CRC
2019-03-10 00:00:00,O,449,29764,718,62,650,0,1,175,65535,65535,65535,83,65535,0,0,0,10,13331,0,75,2251,86,84,554,65535,65535,0,0,0,0,0,0,824,3,192,610,1813,10,13,57092
2019-03-10 00:01:00,O,450,29767,717,62,650,0,0,175,65535,65535,65535,83,65535,0,0,0,10,13331,0,75,2251,86,84,554,65535,65535,0,0,0,0,0,0,824,3,192,610,1813,10,13,56789
2019-03-10 00:02:00,O,451,29766,717,62,650,0,0,175,65535,65535,65535,83,65535,0,0,0,10,13331,0,75,2251,86,84,554,65535,65535,0,0,0,0,0,0,824,2,122,610,1813,10,13,43337
2019-03-10 00:03:00,O,452,29767,716,62,650,0,0,175,65535,65535,65535,83,65535,0,0,0,10,13331,0,75,2251,86,84,554,65535,65535,0,0,0,0,0,0,824,2,122,610,1813,10,13,27939
2019-03-10 00:04:00,O,453,29769,716,62,651,0,0,175,65535,65535,65535,84,65535,0,0,0,10,13331,0,75,2251,86,84,554,65535,65535,0,0,0,0,0,0,824,2,122,610,1813,10,13,60155
2019-03-10 00:05:00,O,454,29774,716,62,650,1,0,175,65535,65535,65535,84,65535,0,0,0,10,13331,0,75,2251,86,84,554,65535,65535,0,0,0,0,0,0,824,2,122,610,1813,10,13,44417
2019-03-10 00:06:00,O,455,29775,715,62,650,0,0,175,65535,65535,65535,84,65535,0,0,0,10,13331,0,75,2251,86,84,554,65535,65535,0,0,0,0,0,0,824,2,122,610,1813,10,13,57626
2019-03-10 00:07:00,O,456,29771,715,62,649,0,0,284,65535,65535,65535,84,65535,0,0,0,10,13331,0,75,2251,86,84,554,65535,65535,0,0,0,0,0,0,824,2,122,610,1813,10,13,15600
2019-03-10 00:08:00,O,457,29775,715,62,648,1,0,286,65535,65535,65535,84,65535,0,0,0,10,13331,0,75,2251,86,84,554,65535,65535,0,0,0,0,0,0,824,2,122,610,1813,10,13,57842
2019-03-10 00:09:00,O,458,29773,714,62,647,1,0,286,65535,65535,65535,84,65535,0,0,0,10,13331,0,75,2251,86,84,554,65535,65535,0,0,0,0,0,0,824,2,122,610,1813,10,13,51553
2019-03-10 00:10:00,O,459,29777,714,62,646,2,0,300,65535,65535,65535,84,65535,0,0,0,10,13331,0,75,2251,86,84,554,65535,65535,0,0,0,0,0,0,824,2,122,610,1813,10,13,48171
2019-03-10 00:11:00,O,460,29777,714,62,645,0,0,300,65535,65535,65535,84,65535,0,0,0,10,13331,0,75,2251,86,84,554,65535,65535,0,0,0,0,0,0,824,2,122,610,1813,10,13,18748
2019-03-10 00:12:00,O,461,29778,714,62,644,1,0,300,65535,65535,65535,85,65535,0,0,0,10,13331,0,75,2251,86,84,554,65535,65535,0,0,0,0,0,0,824,2,122,610,1813,10,13,32032
2019-03-10 00:13:00,O,462,29778,713,62,643,1,1,309,65535,65535,65535,85,65535,0,0,0,10,13331,0,75,2251,86,84,554,65535,65535,0,0,0,0,0,0,824,2,122,610,1813,10,13,2224
2019-03-10 00:14:00,O,463,29778,713,62,642,0,1,326,65535,65535,65535,85,65535,0,0,0,10,13331,0,75,2251,86,84,554,65535,65535,0,0,0,0,0,0,825,2,122,610,1813,10,13,9988
2019-03-10 00:15:00,O,464,29782,713,62,642,0,1,326,65535,65535,65535,85,65535,0,0,0,10,13331,0,75,2251,86,84,554,65535,65535,0,0,0,0,0,0,824,2,122,610,1813,10,13,54776
