Tiempo Sistema,Bar Trend,Next Record,Barometer,Inside Temperature,Inside Humidity,Outside Temperature,Wind Speed,10 Min Avg Wind Speed,Wind Direction,Extra Temperatures,Soil Temperatures,Leaf Temperatures,Outside Humidity,Extra Humidties,Rain Rate,UV,Solar Radiation,Storm Rain,Start Date of current Storm,Day Rain,Month Rain,Year Rain,Day ET,Month ET,Year ET,Soil Moistures,Leaf Wetnesses,Inside Alarms,Rain Alarms,Outside Alarms,Extra Temp/Hum Alarms,Soil & Leaf Alarms,Transmitter Battery Status,Console Battery Voltage,Forecast Icons,Forecast Rule number,Time of Sunrise,Time of Sunset,<LF> = 0x0A,<CR> = 0x0D,CRC
2019-03-22 16:11:20,O,780,29976,754,60,668,0,0,61,65535,65535,65535,80,65535,0,37,302,75,14867,0,214,2390,0,218,688,65535,65535,0,0,0,0,0,0,823,6,45,704,1911,10,13,37588
2019-03-22 16:12:00,O,781,29975,754,60,668,0,0,61,65535,65535,65535,80,65535,0,37,302,75,14867,0,214,2390,0,218,688,65535,65535,0,0,0,0,0,0,824,6,45,704,1911,10,13,50073
2019-03-22 16:13:00,O,782,29976,755,60,668,0,0,275,65535,65535,65535,80,65535,0,37,301,75,14867,0,214,2390,0,218,688,65535,65535,0,0,0,0,0,0,824,6,45,704,1911,10,13,13608
2019-03-22 16:14:00,O,783,29975,756,60,669,0,0,265,65535,65535,65535,79,65535,0,38,313,75,14867,0,214,2390,0,218,688,65535,65535,0,0,0,0,0,0,824,6,45,704,1911,10,13,60161
2019-03-22 16:15:00,O,784,29974,756,60,669,0,0,271,65535,65535,65535,79,65535,0,40,323,75,14867,0,214,2390,0,218,688,65535,65535,0,0,0,0,0,0,824,6,45,704,1911,10,13,44411
2019-03-22 16:16:00,O,785,29972,757,60,669,0,0,279,65535,65535,65535,79,65535,0,41,332,75,14867,0,214,2390,0,218,688,65535,65535,0,0,0,0,0,0,824,6,45,704,1911,10,13,35633
2019-03-22 16:17:00,O,786,29972,757,60,671,4,0,250,65535,65535,65535,79,65535,0,42,341,75,14867,0,214,2390,0,218,688,65535,65535,0,0,0,0,0,0,824,6,45,704,1911,10,13,36815
2019-03-22 16:18:00,O,787,29972,758,60,671,2,0,252,65535,65535,65535,77,65535,0,43,346,75,14867,0,214,2390,0,218,688,65535,65535,0,0,0,0,0,0,824,6,45,704,1911,10,13,21944
2019-03-22 16:19:00,O,788,29974,759,60,671,2,0,248,65535,65535,65535,76,65535,0,42,346,75,14867,0,214,2390,0,218,688,65535,65535,0,0,0,0,0,0,824,6,45,704,1911,10,13,5070
2019-03-22 16:20:00,O,789,29973,759,60,672,0,1,248,65535,65535,65535,78,65535,0,42,343,75,14867,0,214,2390,0,218,688,65535,65535,0,0,0,0,0,0,824,6,45,704,1911,10,13,41555
