Tiempo Sistema,Bar Trend,Next Record,Barometer,Inside Temperature,Inside Humidity,Outside Temperature,Wind Speed,10 Min Avg Wind Speed,Wind Direction,Extra Temperatures,Soil Temperatures,Leaf Temperatures,Outside Humidity,Extra Humidties,Rain Rate,UV,Solar Radiation,Storm Rain,Start Date of current Storm,Day Rain,Month Rain,Year Rain,Day ET,Month ET,Year ET,Soil Moistures,Leaf Wetnesses,Inside Alarms,Rain Alarms,Outside Alarms,Extra Temp/Hum Alarms,Soil & Leaf Alarms,Transmitter Battery Status,Console Battery Voltage,Forecast Icons,Forecast Rule number,Time of Sunrise,Time of Sunset,<LF> = 0x0A,<CR> = 0x0D,CRC
2019-03-18 00:00:00,O,1729,29777,720,59,651,0,0,54,65535,65535,65535,83,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,3,192,706,1912,10,13,42267
2019-03-18 00:01:00,O,1730,29780,720,59,650,0,0,54,65535,65535,65535,83,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,3,192,706,1912,10,13,5748
2019-03-18 00:02:00,O,1731,29782,719,59,650,1,0,271,65535,65535,65535,83,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,2,122,706,1912,10,13,41968
2019-03-18 00:03:00,O,1732,29783,719,59,649,0,0,271,65535,65535,65535,83,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,2,122,706,1912,10,13,58417
2019-03-18 00:04:00,O,1733,29784,719,59,649,0,0,271,65535,65535,65535,83,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,2,122,706,1912,10,13,1066
2019-03-18 00:05:00,O,1734,29783,718,60,649,0,0,271,65535,65535,65535,83,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,2,122,706,1912,10,13,38916
2019-03-18 00:06:00,O,1735,29785,717,59,648,0,0,271,65535,65535,65535,83,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,2,122,706,1912,10,13,21288
2019-03-18 00:07:00,O,1736,29785,717,59,648,0,0,271,65535,65535,65535,84,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,2,122,706,1912,10,13,63926
2019-03-18 00:08:00,O,1737,29785,717,59,648,0,0,271,65535,65535,65535,84,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,2,122,706,1912,10,13,61593
2019-03-18 00:09:00,O,1738,29784,716,59,647,1,0,251,65535,65535,65535,84,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,2,122,706,1912,10,13,12770
2019-03-18 00:10:00,O,1739,29786,715,59,647,0,0,251,65535,65535,65535,84,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,2,122,706,1912,10,13,57463
2019-03-18 00:11:00,O,1740,29784,715,59,646,0,0,251,65535,65535,65535,84,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,2,122,706,1912,10,13,55628
2019-03-18 00:12:00,O,1741,29788,715,59,646,1,0,252,65535,65535,65535,84,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,2,122,706,1912,10,13,15247
2019-03-18 00:13:00,O,1742,29792,714,60,645,0,0,252,65535,65535,65535,84,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,2,122,706,1912,10,13,1727
2019-03-18 00:14:00,O,1743,29796,714,60,645,0,0,252,65535,65535,65535,84,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,2,122,706,1912,10,13,15478
2019-03-18 00:15:00,O,1744,29797,713,60,645,0,0,252,65535,65535,65535,84,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,2,122,706,1912,10,13,40192
2019-03-18 00:16:00,O,1745,29798,713,60,645,1,0,251,65535,65535,65535,84,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,2,122,706,1912,10,13,53547
2019-03-18 00:17:00,O,1746,29796,712,60,644,0,0,232,65535,65535,65535,84,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,2,122,706,1912,10,13,55540
2019-03-18 00:18:00,O,1747,29799,712,60,644,0,0,232,65535,65535,65535,84,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,2,122,706,1912,10,13,19669
2019-03-18 00:19:00,O,1748,29796,711,60,644,0,0,232,65535,65535,65535,84,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,2,122,706,1912,10,13,63498
2019-03-18 00:20:00,O,1749,29794,711,60,643,0,0,232,65535,65535,65535,84,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,2,122,706,1912,10,13,58907
2019-03-18 00:21:00,O,1750,29796,710,60,643,0,0,232,65535,65535,65535,84,65535,0,0,0,0,65535,0,102,2278,87,183,653,65535,65535,0,0,0,0,0,0,824,2,122,706,1912,10,13,43045
