Tiempo Sistema,Bar Trend,Next Record,Barometer,Inside Temperature,Inside Humidity,Outside Temperature,Wind Speed,10 Min Avg Wind Speed,Wind Direction,Extra Temperatures,Soil Temperatures,Leaf Temperatures,Outside Humidity,Extra Humidties,Rain Rate,UV,Solar Radiation,Storm Rain,Start Date of current Storm,Day Rain,Month Rain,Year Rain,Day ET,Month ET,Year ET,Soil Moistures,Leaf Wetnesses,Inside Alarms,Rain Alarms,Outside Alarms,Extra Temp/Hum Alarms,Soil & Leaf Alarms,Transmitter Battery Status,Console Battery Voltage,Forecast Icons,Forecast Rule number,Time of Sunrise,Time of Sunset,<LF> = 0x0A,<CR> = 0x0D,CRC
2019-03-15 00:00:00,O,2529,29833,728,57,648,1,1,186,65535,65535,65535,82,65535,0,0,0,0,65535,0,85,2261,71,149,619,65535,65535,0,0,0,0,0,0,824,3,192,708,1912,10,13,19418
2019-03-15 00:01:00,O,2530,29836,728,57,647,3,1,119,65535,65535,65535,82,65535,0,0,0,0,65535,0,85,2261,71,149,619,65535,65535,0,0,0,0,0,0,824,3,192,708,1912,10,13,4772
2019-03-15 00:02:00,O,2531,29838,727,57,647,1,1,239,65535,65535,65535,82,65535,0,0,0,0,65535,0,85,2261,72,149,619,65535,65535,0,0,0,0,0,0,824,6,75,708,1912,10,13,1744
2019-03-15 00:03:00,O,2532,29842,726,57,647,2,1,184,65535,65535,65535,82,65535,0,0,0,0,65535,0,85,2261,72,149,619,65535,65535,0,0,0,0,0,0,824,6,75,708,1912,10,13,536
2019-03-15 00:04:00,O,2533,29842,725,57,647,0,1,189,65535,65535,65535,82,65535,0,0,0,0,65535,0,85,2261,72,149,619,65535,65535,0,0,0,0,0,0,824,6,75,708,1912,10,13,20928
2019-03-15 00:05:00,O,2534,29845,724,57,647,1,1,172,65535,65535,65535,82,65535,0,0,0,0,65535,0,85,2261,72,149,619,65535,65535,0,0,0,0,0,0,824,6,75,708,1912,10,13,58665
2019-03-15 00:06:00,O,2535,29845,724,57,646,0,1,173,65535,65535,65535,82,65535,0,0,0,0,65535,0,85,2261,72,149,619,65535,65535,0,0,0,0,0,0,824,6,75,708,1912,10,13,1145
2019-03-15 00:07:00,O,2536,29845,723,58,646,1,1,209,65535,65535,65535,82,65535,0,0,0,0,65535,0,85,2261,72,149,619,65535,65535,0,0,0,0,0,0,824,6,75,708,1912,10,13,46525
2019-03-15 00:08:00,O,2537,29850,722,58,646,1,1,196,65535,65535,65535,82,65535,0,0,0,0,65535,0,85,2261,72,149,619,65535,65535,0,0,0,0,0,0,824,6,75,708,1912,10,13,33640
2019-03-15 00:09:00,O,2538,29850,721,58,646,1,1,196,65535,65535,65535,82,65535,0,0,0,0,65535,0,85,2261,72,149,619,65535,65535,0,0,0,0,0,0,824,6,75,708,1912,10,13,10735
2019-03-15 00:10:00,O,2539,29848,720,58,646,1,1,246,65535,65535,65535,82,65535,0,0,0,0,65535,0,85,2261,72,149,619,65535,65535,0,0,0,0,0,0,824,6,75,708,1912,10,13,51376
2019-03-15 00:11:00,O,2540,29851,720,58,646,1,1,246,65535,65535,65535,82,65535,0,0,0,0,65535,0,85,2261,72,149,619,65535,65535,0,0,0,0,0,0,824,6,75,708,1912,10,13,27251
2019-03-15 00:12:00,O,2541,29850,719,58,646,1,1,294,65535,65535,65535,82,65535,0,0,0,0,65535,0,85,2261,72,149,619,65535,65535,0,0,0,0,0,0,824,6,75,708,1912,10,13,1338
2019-03-15 00:13:31,O,2542,29851,718,58,645,1,1,271,65535,65535,65535,82,65535,0,0,0,0,65535,0,85,2261,72,149,619,65535,65535,0,0,0,0,0,0,824,6,75,708,1912,10,13,43110
2019-03-15 00:14:00,O,2543,29854,718,58,645,2,1,271,65535,65535,65535,82,65535,0,0,0,0,65535,0,85,2261,72,149,619,65535,65535,0,0,0,0,0,0,824,6,75,708,1912,10,13,8313
2019-03-15 00:15:00,O,2544,29853,717,58,645,1,1,288,65535,65535,65535,82,65535,0,0,0,0,65535,0,85,2261,72,149,619,65535,65535,0,0,0,0,0,0,824,6,75,708,1912,10,13,52530
2019-03-15 00:16:00,O,2545,29854,717,58,644,1,1,292,65535,65535,65535,82,65535,0,0,0,0,65535,0,85,2261,72,149,619,65535,65535,0,0,0,0,0,0,824,6,75,708,1912,10,13,31822
