Tiempo Sistema,Bar Trend,Next Record,Barometer,Inside Temperature,Inside Humidity,Outside Temperature,Wind Speed,10 Min Avg Wind Speed,Wind Direction,Extra Temperatures,Soil Temperatures,Leaf Temperatures,Outside Humidity,Extra Humidties,Rain Rate,UV,Solar Radiation,Storm Rain,Start Date of current Storm,Day Rain,Month Rain,Year Rain,Day ET,Month ET,Year ET,Soil Moistures,Leaf Wetnesses,Inside Alarms,Rain Alarms,Outside Alarms,Extra Temp/Hum Alarms,Soil & Leaf Alarms,Transmitter Battery Status,Console Battery Voltage,Forecast Icons,Forecast Rule number,Time of Sunrise,Time of Sunset,<LF> = 0x0A,<CR> = 0x0D,CRC
2019-02-28 00:00:00,O,1409,29919,639,73,592,1,1,144,65535,65535,65535,96,65535,36,0,0,145,11539,98,333,2141,32,227,451,65535,65535,0,0,0,0,0,0,825,6,45,614,1813,10,13,30208
2019-02-28 00:01:00,O,1410,29921,638,73,591,1,1,142,65535,65535,65535,96,65535,22,0,0,145,11539,98,333,2141,32,227,451,65535,65535,0,0,0,0,0,0,825,6,45,614,1813,10,13,31358
2019-02-28 00:02:00,O,1411,29924,639,73,591,0,1,142,65535,65535,65535,96,65535,20,0,0,146,11539,99,334,2142,32,227,451,65535,65535,0,0,0,0,0,0,825,6,75,614,1813,10,13,23229
2019-02-28 00:03:00,O,1412,29921,638,73,591,1,1,141,65535,65535,65535,96,65535,20,0,0,146,11539,99,334,2142,32,227,451,65535,65535,0,0,0,0,0,0,825,6,75,614,1813,10,13,24427
2019-02-28 00:04:00,O,1413,29924,638,73,591,0,1,141,65535,65535,65535,96,65535,20,0,0,146,11539,99,334,2142,32,227,451,65535,65535,0,0,0,0,0,0,825,6,75,614,1813,10,13,3257
2019-02-28 00:05:00,O,1414,29926,638,73,590,1,1,111,65535,65535,65535,95,65535,16,0,0,146,11539,99,334,2142,32,227,451,65535,65535,0,0,0,0,0,0,825,6,75,614,1813,10,13,58444
2019-02-28 00:06:00,O,1415,29925,638,73,590,1,1,111,65535,65535,65535,95,65535,13,0,0,146,11539,99,334,2142,32,227,451,65535,65535,0,0,0,0,0,0,825,6,75,614,1813,10,13,1097
2019-02-28 00:07:01,O,1416,29923,637,73,590,1,1,101,65535,65535,65535,95,65535,12,0,0,147,11539,100,335,2143,32,227,451,65535,65535,0,0,0,0,0,0,825,6,75,614,1813,10,13,26997
2019-02-28 00:08:00,O,1417,29928,637,73,589,1,1,103,65535,65535,65535,95,65535,12,0,0,147,11539,100,335,2143,32,227,451,65535,65535,0,0,0,0,0,0,825,6,75,614,1813,10,13,48823
2019-02-28 00:09:00,O,1418,29928,637,73,590,1,1,105,65535,65535,65535,95,65535,12,0,0,147,11539,100,335,2143,32,227,451,65535,65535,0,0,0,0,0,0,825,6,75,614,1813,10,13,57097
2019-02-28 00:10:00,O,1419,29931,636,73,590,1,1,105,65535,65535,65535,95,65535,12,0,0,147,11539,100,335,2143,32,227,451,65535,65535,0,0,0,0,0,0,825,6,75,614,1813,10,13,9338
2019-02-28 00:11:00,O,1420,29928,636,73,589,3,1,105,65535,65535,65535,95,65535,14,0,0,148,11539,101,336,2144,32,227,451,65535,65535,0,0,0,0,0,0,825,6,75,614,1813,10,13,40855
2019-02-28 00:12:00,O,1421,29931,635,73,589,1,1,105,65535,65535,65535,95,65535,14,0,0,148,11539,101,336,2144,32,227,451,65535,65535,0,0,0,0,0,0,825,6,75,614,1813,10,13,64724
2019-02-28 00:13:00,O,1422,29930,635,73,589,1,1,92,65535,65535,65535,95,65535,14,0,0,148,11539,101,336,2144,32,227,451,65535,65535,0,0,0,0,0,0,825,6,75,614,1813,10,13,55405
2019-02-28 00:14:00,O,1423,29931,635,73,588,0,1,92,65535,65535,65535,95,65535,14,0,0,148,11539,101,336,2144,32,227,451,65535,65535,0,0,0,0,0,0,825,6,75,614,1813,10,13,46932
2019-02-28 00:15:00,O,1424,29929,634,73,588,1,1,87,65535,65535,65535,95,65535,13,0,0,148,11539,101,336,2144,32,227,451,65535,65535,0,0,0,0,0,0,825,6,75,614,1813,10,13,47792
2019-02-28 00:16:00,O,1425,29932,634,73,588,0,1,87,65535,65535,65535,95,65535,13,0,0,149,11539,102,337,2145,32,227,451,65535,65535,0,0,0,0,0,0,825,6,75,614,1813,10,13,13534
2019-02-28 00:17:00,O,1426,29930,634,73,587,0,1,87,65535,65535,65535,95,65535,13,0,0,149,11539,102,337,2145,32,227,451,65535,65535,0,0,0,0,0,0,825,6,75,614,1813,10,13,14481
2019-02-28 00:18:00,O,1427,29933,633,73,586,0,1,87,65535,65535,65535,95,65535,13,0,0,149,11539,102,337,2145,32,227,451,65535,65535,0,0,0,0,0,0,825,6,75,614,1813,10,13,8621
2019-02-28 00:19:00,O,1428,29933,633,73,586,0,1,87,65535,65535,65535,95,65535,13,0,0,149,11539,102,337,2145,32,227,451,65535,65535,0,0,0,0,0,0,825,6,75,614,1813,10,13,77
2019-02-28 04:10:47,O,1660,29989,604,69,576,0,0,219,65535,65535,65535,96,65535,0,0,0,174,11539,127,362,2170,32,227,451,65535,65535,0,0,0,0,0,0,825,6,45,614,1813,10,13,55109
2019-02-28 04:11:05,O,1660,29989,604,69,576,0,0,219,65535,65535,65535,96,65535,0,0,0,174,11539,127,362,2170,32,227,451,65535,65535,0,0,0,0,0,0,825,6,45,614,1813,10,13,55109
2019-02-28 04:12:00,O,1661,29989,603,69,576,0,0,219,65535,65535,65535,96,65535,0,0,0,174,11539,127,362,2170,32,227,451,65535,65535,0,0,0,0,0,0,825,6,45,614,1813,10,13,62149
2019-02-28 04:13:00,O,1662,29988,604,69,576,0,0,219,65535,65535,65535,96,65535,0,0,0,174,11539,127,362,2170,32,227,451,65535,65535,0,0,0,0,0,0,825,6,45,614,1813,10,13,20974
2019-02-28 04:14:00,O,1663,29985,604,69,576,0,0,219,65535,65535,65535,96,65535,0,0,0,174,11539,127,362,2170,32,227,451,65535,65535,0,0,0,0,0,0,825,6,45,614,1813,10,13,65490
2019-02-28 04:15:33,O,1665,29985,603,69,576,0,0,219,65535,65535,65535,96,65535,0,0,0,174,11539,127,362,2170,32,227,451,65535,65535,0,0,0,0,0,0,825,6,45,614,1813,10,13,42499
2019-02-28 04:16:46,O,1666,29989,603,69,576,0,0,219,65535,65535,65535,96,65535,0,0,0,174,11539,127,362,2170,32,227,451,65535,65535,0,0,0,0,0,0,825,6,45,614,1813,10,13,4181
2019-02-28 04:17:00,O,1666,29989,603,69,576,0,0,219,65535,65535,65535,96,65535,0,0,0,174,11539,127,362,2170,32,227,451,65535,65535,0,0,0,0,0,0,825,6,45,614,1813,10,13,4181
2019-02-28 04:18:00,O,1667,29985,604,69,576,0,0,219,65535,65535,65535,96,65535,0,0,0,174,11539,127,362,2170,32,227,451,65535,65535,0,0,0,0,0,0,825,6,45,614,1813,10,13,1587
2019-02-28 04:19:00,O,1668,29986,603,69,576,0,0,219,65535,65535,65535,96,65535,0,0,0,174,11539,127,362,2170,32,227,451,65535,65535,0,0,0,0,0,0,825,6,45,614,1813,10,13,34911
2019-02-28 04:20:00,O,1669,29989,604,69,576,0,0,219,65535,65535,65535,96,65535,0,0,0,174,11539,127,362,2170,32,227,451,65535,65535,0,0,0,0,0,0,825,6,45,614,1813,10,13,823
2019-02-28 04:21:00,O,1670,29982,603,69,576,0,0,219,65535,65535,65535,96,65535,0,0,0,174,11539,127,362,2170,32,227,451,65535,65535,0,0,0,0,0,0,823,6,45,614,1813,10,13,51947
